driver_id,avg_wait_time
0002b2181a51fa078c069a9553d9d983ef3fd2a37cb7b5633114d28eca0b1d0c,44.663440860215054
00043838b5adcbc8b0cabca2ce9c3f16102e0cb13c1634ea6feca6599e30e58e,35.56060606060606
000a4e03b96f179bb8c79dc184b254618d953f8e508bbed1d985b66445b76b3f,48.083333333333336
000acdfa7260ab3daf2886056ea1fb43903571ba6dee9eeefd151a5a40c9e1be,33.48571428571429
000b0d966c70c7cdcbed8f3c87f17303cfaeb6a0b8d14528d7b72b91e696c8d1,51.638271604938275
000f33c9ae42a224243f33372f118232159400b3786a84438be3a4c3fb413184,30.87777777777778
0010f90187ded40ce04cb69453519e7151512c22bcc8f4d74831edca9fcb3ca1,53.28846153846154
0017c4a7908f0edfc74895c39759690ce09b18234dd59a2a254edf22837dd9e7,45.53533333333334
00229359df0c4c666b8c01467e4e939868b4acfb48271abe5a9f4e336dd8ca53,45.974444444444444
0027efe16d392c766d06d917f92f74c61e9924f06bd994dbeec47a50033f3ca9,55.22430555555556
0028e7a0b03ed96c4a20baa6edde33ef652e49c66e2521ddd5dd3155dc8eea25,55.1224358974359
002945e6af45139387680c2f389455e33179b9192b9a871db86915ba8a5c4f7b,46.739444444444445
002d454fa03ce1a244fe022b27b90a458529e6ca19f9c0f619eae2f9c8dca13d,43.75806451612903
002f880612a3aa04579c658d4ac28704309551b706708b0e7469a66a8e5a3834,44.4547619047619
002fe8e6160526ecc48a352884889c8972bd9bc93a9dbfc08845d7fc5dc13c0a,55.867777777777775
003119981a3f2a9b89c01e7b34e25095c9be5ec91039304b7f3b6d280aced17c,58.59202898550724
0031291190f0d50fca2bed2029c9a21c75cbdecef93111db903ada81253e7fae,54.522666666666666
0031ce351e4d642e22ff5dacb4638b3038fbc43e8fcb1932902a6bc6e3412562,43.558928571428574
0031de8b995df86cbbab98cdeb5cdcbc993e0dc5a4513d05fbd16891d69ad87f,63.9189393939394
00324e959cfb02da7013c7f25c8f03b2cf2028724427ce343692eb5f5e9cf249,36.03162393162393
0033f85abd4090cbf34a7cef75e5e2b9a369a18f19efaaf349822dc4e07c9aea,39.24933333333333
003dab20c053684c20ead70b36df01ba7b788c362ce95226698f147cb8517591,60.84090909090909
003ef7aa723f73deded5d63c8291c7fb105f930ebac721d28277a39f35e38b0a,47.81333333333333
003fdb084874b9d71a43c238566f94ee5efa1c3537bf2cb55ede56ea4986f5f6,49.0
0041dd358ce1e98e146935d62222fd691adc36c04731a33907c3c8005558155b,58.91136363636363
0052b01fccef1dcfa7347d9fa8f518ff1e965a63c32a564e71a98a345c0c5be1,52.18846153846154
005aa27c997606c3c638f46af7e84b788fbb9863fe7213a8aa881c81278c0549,53.56527777777777
005e8f62ad630d65acb9ba1a2cac9efc35cb5a1a3b7a04730c4faea41e306a8a,62.01904761904762
0061519e607b5a17d43a15668d1b53812329e4f5a7efe119a9b876c335afb748,62.062121212121205
