driver_id,avg_wait_time
0002b2181a51fa078c069a9553d9d983ef3fd2a37cb7b5633114d28eca0b1d0c,36.77944444444445
00043838b5adcbc8b0cabca2ce9c3f16102e0cb13c1634ea6feca6599e30e58e,27.580000000000002
000a4e03b96f179bb8c79dc184b254618d953f8e508bbed1d985b66445b76b3f,43.574074074074076
000acdfa7260ab3daf2886056ea1fb43903571ba6dee9eeefd151a5a40c9e1be,25.369444444444444
000b0d966c70c7cdcbed8f3c87f17303cfaeb6a0b8d14528d7b72b91e696c8d1,38.79487179487181
000f33c9ae42a224243f33372f118232159400b3786a84438be3a4c3fb413184,29.2775641025641
0010f90187ded40ce04cb69453519e7151512c22bcc8f4d74831edca9fcb3ca1,28.792666666666666
0017c4a7908f0edfc74895c39759690ce09b18234dd59a2a254edf22837dd9e7,36.859722222222224
00229359df0c4c666b8c01467e4e939868b4acfb48271abe5a9f4e336dd8ca53,36.94942528735632
0027efe16d392c766d06d917f92f74c61e9924f06bd994dbeec47a50033f3ca9,35.68623188405797
0028e7a0b03ed96c4a20baa6edde33ef652e49c66e2521ddd5dd3155dc8eea25,39.78066666666667
002945e6af45139387680c2f389455e33179b9192b9a871db86915ba8a5c4f7b,29.487931034482752
002d454fa03ce1a244fe022b27b90a458529e6ca19f9c0f619eae2f9c8dca13d,29.607777777777777
002f880612a3aa04579c658d4ac28704309551b706708b0e7469a66a8e5a3834,32.13916666666667
002fe8e6160526ecc48a352884889c8972bd9bc93a9dbfc08845d7fc5dc13c0a,55.66071428571428
003119981a3f2a9b89c01e7b34e25095c9be5ec91039304b7f3b6d280aced17c,58.773484848484856
0031291190f0d50fca2bed2029c9a21c75cbdecef93111db903ada81253e7fae,42.480555555555554
0031ce351e4d642e22ff5dacb4638b3038fbc43e8fcb1932902a6bc6e3412562,31.831481481481486
0031de8b995df86cbbab98cdeb5cdcbc993e0dc5a4513d05fbd16891d69ad87f,55.312698412698396
00324e959cfb02da7013c7f25c8f03b2cf2028724427ce343692eb5f5e9cf249,25.22982456140351
0033f85abd4090cbf34a7cef75e5e2b9a369a18f19efaaf349822dc4e07c9aea,29.32361111111111
003dab20c053684c20ead70b36df01ba7b788c362ce95226698f147cb8517591,51.77777777777777
003ef7aa723f73deded5d63c8291c7fb105f930ebac721d28277a39f35e38b0a,32.949999999999996
003fdb084874b9d71a43c238566f94ee5efa1c3537bf2cb55ede56ea4986f5f6,46.153999999999996
0041dd358ce1e98e146935d62222fd691adc36c04731a33907c3c8005558155b,55.10396825396825
0052b01fccef1dcfa7347d9fa8f518ff1e965a63c32a564e71a98a345c0c5be1,31.393999999999988
005aa27c997606c3c638f46af7e84b788fbb9863fe7213a8aa881c81278c0549,35.868840579710145
005e8f62ad630d65acb9ba1a2cac9efc35cb5a1a3b7a04730c4faea41e306a8a,54.747435897435906
0061519e607b5a17d43a15668d1b53812329e4f5a7efe119a9b876c335afb748,53.26031746031745
006cf3e8e26e30b67c189d4ebb1f4c73fd81bb71d1af09701ed103f33a13ece1,30.97738095238096
007d039e08960cff5f493dd393bb147a7de292865f86d351d96c1982dc950a2d,52.657291666666666
007f138011a487760ae9967349f69c1421735fcbcc92aa6494fe753ac260dcc2,35.34420289855072
007fd589d03467436a6ad4ab906fccf20b1e3bdcae8e91e337c549dcd5428585,24.215238095238096
009989f006f2ca5f158bd60727905e346fcab591db48a1b7250fbfc39a19cebc,36.81602564102564
009a68ae548e10f0f3f77c11470fa7f3ee0d9c28bbdecb7aac7f92dd9233c99f,38.400925925925925
009f956206185fedc7562b7bcccdd5e4c61997e7e219483b93b6209e6a4d50ca,60.79019607843138
00a1ba0866e31e9f4c89df28a792219db7f8c31f339bcddbf25c9408024bd05f,18.995833333333334
00a5760e8ddbc9f18fedaff47d17e55247449bf2d75704a932de29a234a7b49e,32.44551282051282
00aebdbc7c92d36b264338a72f3ac9bbdf2a6c88c378d38942d513b17f6b6f8c,37.946078431372555
00b52d606e243afce246b492730fcd1fbbc662258affe3117fb68cfcdca35aef,99.53333333333333
00b90ae3fa5fe0bc05efd8e60072ed7b5d14cc0a3c8c534514578716133b63c8,29.555882352941175
00b9ae7be3b98bca7372025fae0f76a7c768a011eb85891d0a80e3319ad98f80,25.070175438596497
00bc08a2c4384764437c5839390e3faeeebc81cbdae4bb5c53fb0b2f1867dba9,106.08611111111111
00c11aa6bf983ef0c12717c389da857fa6e958d1b8743b2ef297678cbf9410c9,48.24066666666668
00c17f5e0128446f71866de037be533f8fe27615b0b2c476b01335136d3c0537,33.61904761904761
00c33c8e1a719e6bdbdc3d4bc3372c632bebee9596449340c66e3ed30e35a2d4,49.16916666666666
00c5ad3dfa8ade87f74d8e1643533372ded4234c9398990a243d7256ea5a7c2c,19.55892857142857
00caa357ceb84c51bfbcc49f8a88bdb88f86d722109f97be923c2e8bbdcd26c1,62.3421052631579
00d94277bec660bbd35d91363f8226baf00f4491ef41c7223f6fe4d35cf53ea0,63.41666666666665
00dd0ba8aff037764a000a153f64099f138d2faeaa344b0db7aaf46f855e1b11,29.862500000000004
00e8b81117689881b05c5cd77dc71d930cdb0b6245ee80f6ac4412ca1a966e6b,42.75350877192983
00eab98a7c8b45ce8f93601532a19d92af215c271c54bc7f59d352653c290047,63.85925925925926
00ebe1756004700d230428ab27481732163cfb08c251ffece02a0cfe45dcfcde,69.03928571428573
00fe28179e158cc52251a3f55b607fa4290655b555ec038520504176d63fc955,29.112903225806452
010a58c8bf2efd8f3a140f28a2ba1e5e536008470c0713f0b27fd5eaf28b013c,45.995138888888896
012659651a624ab0087d27dcd736f7482cd520ac78fae48e6d5d4306a360af90,40.699074074074076
0126f1f104011690e3e6268c05ebdcf49542b4cdbbfb49ef42ab39374bd422ec,24.271428571428572
012cbf830fe80e2d0c2a60c9a878878421e611773fd20b27672a4ff767cdbe24,54.846825396825395
012cf491c10f7c4adb17dd513af185fe6ad3792826a6507101633c90e060ccc8,32.2141975308642
012ee5cd862c500feffff6e29970e2e04f3338848ad83160ac694de07f4ebdd5,61.68854166666667
0130da4adc5c7ecda2eabf1664a51c3e4cae8752dcf706a845b0dd5ff8b11f7a,19.72037037037037
0140b93689970b2ed4861ec5836b20b8478492ca84255cf66c045e36b5fcd3e3,27.703205128205127
01430033e60d49a20e43152d52cde629a3aa4a54f52458dbf0f8f33dec68bec5,39.52380952380952
014748dd2f0c61d86b2b6192eb6a5f07234dd06c568b870a0d7b40042c514704,22.62333333333333
01484b7f4bc88f67b74d26372d6acaf8f605b530aad0b76bf8ac8a1cd0d7ad0b,36.50138888888889
014bc41e0cf7e45336c7e6f767459ebd56ebe8e14fe98259e1f2e2449b26346f,53.05555555555555
014c61558e2ade3a898fd5546f3f2150548e01b98ae45e5024749f68f2150db1,32.739999999999995
0166ddb3d37fe9fcfcdc7f95df53626b8e1d719daa254e2656e1706831ea451d,42.22196969696971
0167cd5377b7849c84d4d944c51076995187bed4f7854842065bf37bd2dfe7bd,44.17160493827159
016a83d531a3e11d44a6f5d720c9404d293f6e963e687b31ba58d89fb68c0fbd,35.75625
016f301d9b8b9e45388e82fbe0653bde6d4f42597a23ca1f919359722ab0f7c7,28.943055555555556
01764cb7dc42eb0771c1633ab786226b1c99c3db7e126972140515baf521bb31,66.77456140350876
01785bb1aebb184a1a693084f556ff4bc5f43738c31faa9eb506e8f132b2c7b3,69.27708333333334
